"County","School.Type","Number.of.Students","X..Economically.Disadvantaged","Overall.Rating","Overall.Score","Juvenile.Population","Youth.Referred","Referral.Rate.1.000","Recidivism"
"NUECES","District",858,0.607,"A","93",33740,531,23.1772377,0.161
"NUECES","District",5523,0.487,"A","90",33740,531,23.1772377,0.161
"NUECES","District",1964,0.991,"B","84",33740,531,23.1772377,0.161
"OCHILTREE","District",2046,0.618,"A","91",1484,13,9.433962264,0.242
"OLDHAM","District",178,0.708,"Not Rated",".",153,0,0,0
"OLDHAM","District",368,0.228,"A","97",153,0,0,0
"OLDHAM","District",113,0.637,"Not Rated: Data Under Review","89",153,0,0,0
"OLDHAM","District",230,0.265,"B","87",153,0,0,0
"ORANGE","District",3090,0.409,"B","82",8160,51,7.720588235,0.117
"ORANGE","District",1843,0.307,"B","82",8160,51,7.720588235,0.117
"ORANGE","District",2555,0.905,"B","82",8160,51,7.720588235,0.117
"ORANGE","District",4254,0.581,"B","85",8160,51,7.720588235,0.117
"ORANGE","District",3223,0.505,"B","81",8160,51,7.720588235,0.117
"PALO PINTO","District",264,0.564,"B","82",2829,19,7.069635914,0.212
"PALO PINTO","District",321,0.526,"B","85",2829,19,7.069635914,0.212
"PALO PINTO","District",3228,0.748,"B","87",2829,19,7.069635914,0.212
"PALO PINTO","District",496,0.401,"A","97",2829,19,7.069635914,0.212
"PALO PINTO","District",162,0.642,"B","85",2829,19,7.069635914,0.212
"PALO PINTO","District",84,0.5,"A","93",2829,19,7.069635914,0.212
"PANOLA","District",209,0.297,"B","85",2319,11,6.03708495,0.085
"PANOLA","District",686,0.31,"A","96",2319,11,6.03708495,0.085
"PANOLA","District",2668,0.592,"B","89",2319,11,6.03708495,0.085
"PANOLA","District",487,0.495,"B","82",2319,11,6.03708495,0.085
"PARKER","District",149,0.477,"A","99",13237,148,13.06942661,0.144
"PARKER","District",644,0.557,"B","89",13237,148,13.06942661,0.144
"PARKER","District",3883,0.497,"C","76",13237,148,13.06942661,0.144
"PARKER","District",8005,0.475,"B","86",13237,148,13.06942661,0.144
"PARKER","District",1100,0.46,"A","91",13237,148,13.06942661,0.144
"PARKER","District",7325,0.133,"A","94",13237,148,13.06942661,0.144
"PARKER","District",1622,0.257,"B","85",13237,148,13.06942661,0.144
"PARKER","District",2002,0.069,"A","97",13237,148,13.06942661,0.144
"PARKER","District",244,0.549,"B","85",13237,148,13.06942661,0.144
"PARMER","District",458,0.843,"A","90",1380,1,1.449275362,0.118
"PARMER","District",585,0.496,"B","89",1380,1,1.449275362,0.118
"PARMER","District",1078,0.729,"B","88",1380,1,1.449275362,0.118
"PARMER","District",164,0.689,"B","84",1380,1,1.449275362,0.118
"PECOS","District",240,0.492,"B","89",1654,30,19.95163241,0.19
"PECOS","District",2230,0.751,"B","81",1654,30,19.95163241,0.19
"PECOS","District",323,0.57,"B","85",1654,30,19.95163241,0.19
"POLK","District",529,0.586,"B","88",3766,55,17.25969198,0.184
"POLK","District",244,0.828,"C","74",3766,55,17.25969198,0.184
"POLK","District",817,0.738,"A","90",3766,55,17.25969198,0.184
"POLK","District",219,0.822,"B","82",3766,55,17.25969198,0.184
"POLK","District",4013,0.584,"B","81",3766,55,17.25969198,0.184
"POLK","District",1213,0.8,"B","89",3766,55,17.25969198,0.184
"POTTER","District",30748,0.672,"B","89",14365,225,20.04872955,0.202
"POTTER","District",1340,0.552,"B","83",14365,225,20.04872955,0.202
"POTTER","District",826,0.571,"A","91",14365,225,20.04872955,0.202
"POTTER","District",1546,0.176,"A","95",14365,225,20.04872955,0.202
"PRESIDIO","District",270,0.541,"B","82",800,0,0,0.061
"PRESIDIO","District",1046,0.904,"B","88",800,0,0,0.061
"RAINS","District",1727,0.589,"C","77",852,0,0,0.2
"RANDALL","District",10659,0.342,"A","92",13257,199,20.59289432,0.15
"REAGAN","District",812,0.586,"B","89",370,0,0,0.333
"REAL","District",202,0.931,"Not Rated: Senate Bill 1365","50",215,0,0,0.15
"REAL","District",328,0.582,"B","83",215,0,0,0.15
"RED RIVER","District",358,0.609,"A","97",994,14,16.09657948,0.074
"RED RIVER","District",684,0.675,"A","92",994,14,16.09657948,0.074
"RED RIVER","District",522,0.975,"C","78",994,14,16.09657948,0.074
"RED RIVER","District",528,0.648,"B","88",994,14,16.09657948,0.074
"REEVES","District",2671,0.674,"B","84",1214,16,15.65074135,0.275
"REEVES","District",148,0.872,"B","85",1214,16,15.65074135,0.275
"REFUGIO","District",131,0.641,"B","85",621,15,25.76489533,0.167
"REFUGIO","District",437,0.613,"B","84",621,15,25.76489533,0.167
"REFUGIO","District",689,0.74,"B","82",621,15,25.76489533,0.167
"ROBERTS","District",196,0.296,"A","93",97,0,0,0
"ROBERTSON","District",496,0.498,"B","85",1707,3,3.514938489,0.082
"ROBERTSON","District",142,0.908,"Not Rated: Data Under Review","85",1707,3,3.514938489,0.082
"ROBERTSON","District",1347,0.409,"A","91",1707,3,3.514938489,0.082
"ROBERTSON","District",737,0.969,"B","82",1707,3,3.514938489,0.082
"ROBERTSON","District",611,0.584,"B","89",1707,3,3.514938489,0.082
"ROCKWALL","District",17818,0.258,"A","94",10665,92,9.751523676,0.106
"ROCKWALL","District",7610,0.43,"A","91",10665,92,9.751523676,0.106
"RUNNELS","District",837,0.632,"C","77",961,18,21.85223725,0.169
"RUNNELS","District",486,0.457,"A","95",961,18,21.85223725,0.169
"RUNNELS","District",552,0.714,"A","90",961,18,21.85223725,0.169
"RUNNELS","District",141,0.745,"A","91",961,18,21.85223725,0.169
"RUSK","District",3410,0.61,"Not Rated: Senate Bill 1365","65",5316,32,6.207674944,0.143
"RUSK","District",156,0.84,"Not Rated: Data Under Review","92",5316,32,6.207674944,0.143
"RUSK","District",244,0.746,"A","91",5316,32,6.207674944,0.143
"RUSK","District",467,0.657,"B","89",5316,32,6.207674944,0.143
"RUSK","District",473,0.636,"B","85",5316,32,6.207674944,0.143
"RUSK","District",1470,0.539,"B","89",5316,32,6.207674944,0.143
"RUSK","District",607,0.773,"Not Rated: Data Under Review","89",5316,32,6.207674944,0.143
"RUSK","District",1038,0.731,"B","82",5316,32,6.207674944,0.143
"SABINE","District",901,0.599,"B","83",752,5,6.64893617,0.069
"SABINE","District",559,0.73,"B","86",752,5,6.64893617,0.069
"SAN AUGUSTINE","District",662,0.789,"C","77",664,3,4.518072289,0.05
"SAN AUGUSTINE","District",365,0.805,"Not Rated: Data Under Review","94",664,3,4.518072289,0.05
"SAN JACINTO","District",1586,0.656,"Not Rated: Senate Bill 1365","65",2499,11,5.202080832,0.088
"SAN JACINTO","District",1909,0.795,"Not Rated: Data Under Review","86",2499,11,5.202080832,0.088
"SAN PATRICIO","District",1674,0.777,"C","77",6810,80,12.33480176,0.187
"SAN PATRICIO","District",4717,0.578,"B","84",6810,80,12.33480176,0.187
"SAN PATRICIO","District",1998,0.755,"B","89",6810,80,12.33480176,0.187
"SAN PATRICIO","District",1441,0.818,"B","83",6810,80,12.33480176,0.187
"SAN PATRICIO","District",837,0.688,"B","87",6810,80,12.33480176,0.187
"SAN PATRICIO","District",2027,0.696,"A","90",6810,80,12.33480176,0.187
"SAN PATRICIO","District",888,0.899,"B","87",6810,80,12.33480176,0.187
"SAN SABA","District",730,0.625,"B","86",464,2,4.310344828,0.12
"SAN SABA","District",120,0.492,"B","81",464,2,4.310344828,0.12
"SAN SABA","District",126,0.532,"B","83",464,2,4.310344828,0.12
"SCHLEICHER","District",499,0.645,"A","90",466,0,0,0.071
"SCURRY","District",258,0.461,"C","79",1829,44,26.2438491,0.157
"SCURRY","District",2551,0.662,"Not Rated: Data Under Review","85",1829,44,26.2438491,0.157
"SCURRY","District",275,0.265,"A","97",1829,44,26.2438491,0.157
"SHACKELFORD","District",510,0.404,"B","85",311,3,9.646302251,0.182
"SHACKELFORD","District",114,0.851,"C","77",311,3,9.646302251,0.182
"SHELBY","District",2518,0.728,"A","90",2731,22,8.421823508,0.129
"SHELBY","District",681,0.602,"A","92",2731,22,8.421823508,0.129
"SHELBY","District",773,0.571,"A","91",2731,22,8.421823508,0.129
"SHELBY","District",472,0.911,"A","90",2731,22,8.421823508,0.129
"SHELBY","District",643,0.652,"B","85",2731,22,8.421823508,0.129
"SHELBY","District",68,0.721,"C","79",2731,22,8.421823508,0.129
"SHERMAN","District",108,0.639,"A","90",312,3,9.615384615,0.091
"SHERMAN","District",579,0.575,"B","89",312,3,9.615384615,0.091
"SMITH","District",1926,0.463,"B","82",22189,243,15.36797512,0.142
"SMITH","District",853,0.335,"A","97",22189,243,15.36797512,0.142
"SMITH","District",923,0.562,"B","87",22189,243,15.36797512,0.142
"SMITH","District",2788,0.341,"A","95",22189,243,15.36797512,0.142
"SMITH","District",4244,0.499,"A","92",22189,243,15.36797512,0.142
"SMITH","District",1050,0.532,"Not Rated: Data Under Review","95",22189,243,15.36797512,0.142
"SMITH","District",18126,0.779,"B","88",22189,243,15.36797512,0.142
"SMITH","District",4896,0.558,"A","93",22189,243,15.36797512,0.142
"SMITH","District",3393,0.815,"B","85",22189,243,15.36797512,0.142
"SMITH","District",1077,0.864,"B","89",22189,243,15.36797512,0.142
"SOMERVELL","District",182,0.544,"B","81",732,1,1.366120219,0.033
"SOMERVELL","District",1982,0.362,"A","93",732,1,1.366120219,0.033
"STARR","District",9007,0.958,"A","90",7423,85,13.47164219,0.107
"STARR","District",190,0.989,"B","88",7423,85,13.47164219,0.107
"STARR","District",5621,0.857,"A","94",7423,85,13.47164219,0.107
"STEPHENS","District",1414,0.651,"B","87",851,7,8.225616921,0.205
"STERLING","District",337,0.481,"A","92",114,1,8.771929825,0
"STONEWALL","District",184,0.511,"A","90",114,0,0,0.385
"SUTTON","District",684,0.509,"A","91",411,4,9.732360097,0.273
"SWISHER","District",259,0.332,"A","93",834,19,27.57793765,0.286
"SWISHER","District",943,0.836,"C","77",834,19,27.57793765,0.286
"SWISHER","District",271,0.653,"B","83",834,19,27.57793765,0.286
"TARRANT","District",323,0.204,"A","95",212882,2003,11.94088744,0.142
"TARRANT","District",1526,0.28,"A","92",212882,2003,11.94088744,0.142
"TARRANT","District",653,0.15,"A","93",212882,2003,11.94088744,0.142
"TARRANT","District",877,0.026,"A","99",212882,2003,11.94088744,0.142
"TARRANT","District",185,0.789,"C","79",212882,2003,11.94088744,0.142
"TARRANT","District",293,0.235,"B","86",212882,2003,11.94088744,0.142
"TARRANT","District",693,0.645,"C","75",212882,2003,11.94088744,0.142
"TARRANT","District",3032,0.57,"B","81",212882,2003,11.94088744,0.142
"TARRANT","District",1431,0.887,"A","90",212882,2003,11.94088744,0.142
"TARRANT","District",55594,0.728,"B","85",212882,2003,11.94088744,0.142
"TARRANT","District",22447,0.598,"B","84",212882,2003,11.94088744,0.142
"TARRANT","District",5457,0.932,"Not Rated: Data Under Review","87",212882,2003,11.94088744,0.142
"TARRANT","District",74326,0.852,"B","81",212882,2003,11.94088744,0.142
"TARRANT","District",13930,0.226,"A","93",212882,2003,11.94088744,0.142
"TARRANT","District",34336,0.259,"B","88",212882,2003,11.94088744,0.142
"TARRANT","District",35240,0.423,"B","88",212882,2003,11.94088744,0.142
"TARRANT","District",3632,0.868,"Not Rated: Senate Bill 1365","67",212882,2003,11.94088744,0.142
"TARRANT","District",16227,0.722,"B","85",212882,2003,11.94088744,0.142
"TARRANT","District",2836,0.453,"B","84",212882,2003,11.94088744,0.142
"TARRANT","District",6864,0.493,"B","85",212882,2003,11.94088744,0.142
"TARRANT","District",22814,0.608,"A","93",212882,2003,11.94088744,0.142
"TARRANT","District",3636,0.881,"B","86",212882,2003,11.94088744,0.142
"TARRANT","District",22381,0.442,"B","87",212882,2003,11.94088744,0.142
"TARRANT","District",8382,0.014,"A","98",212882,2003,11.94088744,0.142
"TARRANT","District",6981,0.552,"B","81",212882,2003,11.94088744,0.142
"TAYLOR","District",15236,0.395,"B","87",13583,209,18.99433115,0.218
"TAYLOR","District",15274,0.652,"C","75",13583,209,18.99433115,0.218
"TAYLOR","District",1082,0.501,"B","87",13583,209,18.99433115,0.218
"TAYLOR","District",138,0.645,"B","80",13583,209,18.99433115,0.218
"TAYLOR","District",1576,0.202,"A","94",13583,209,18.99433115,0.218
"TAYLOR","District",5097,0.208,"A","94",13583,209,18.99433115,0.218
"TERRELL","District",133,0.519,"A","92",90,0,0,0.2
"TERRY","District",1640,0.859,"B","83",1352,18,15.53254438,0.236
"TERRY","District",270,0.696,"B","87",1352,18,15.53254438,0.236
"TERRY","District",284,0.532,"A","90",1352,18,15.53254438,0.236
"THROCKMORTON","District",156,0.385,"B","80",127,0,0,0.067
"THROCKMORTON","District",160,0.544,"Not Rated: Data Under Review","89",127,0,0,0.067
"TITUS","District",5139,0.807,"B","84",4076,37,10.30421982,0.152
"TITUS","District",1042,0.44,"Not Rated: Data Under Review","92",4076,37,10.30421982,0.152
"TITUS","District",804,0.617,"C","78",4076,37,10.30421982,0.152
"TOM GREEN","District",3511,0.529,"B","85",10975,250,29.97722096,0.211
"TOM GREEN","District",562,0.286,"A","94",10975,250,29.97722096,0.211
"TOM GREEN","District",13798,0.631,"B","85",10975,250,29.97722096,0.211
"TOM GREEN","District",350,0.474,"B","88",10975,250,29.97722096,0.211
"TOM GREEN","District",1283,0.175,"A","97",10975,250,29.97722096,0.211
"TOM GREEN","District",1132,0.67,"B","86",10975,250,29.97722096,0.211
"TOM GREEN","District",277,0.401,"B","80",10975,250,29.97722096,0.211
"TRAVIS","District",666,0.143,"B","89",111290,559,6.370743104,0.176
"TRAVIS","District",1643,0.792,"B","83",111290,559,6.370743104,0.176
"TRAVIS","District",1422,0.336,"B","89",111290,559,6.370743104,0.176
"TRAVIS","District",392,0.584,"B","89",111290,559,6.370743104,0.176
"TRAVIS","District",532,0.5,"B","87",111290,559,6.370743104,0.176
"TRAVIS","District",354,0.068,"A","95",111290,559,6.370743104,0.176
"TRAVIS","District",4224,0.665,"B","89",111290,559,6.370743104,0.176
"TRAVIS","District",496,0.819,"A","92",111290,559,6.370743104,0.176
"TRAVIS","District",302,0.609,"B","89",111290,559,6.370743104,0.176
"TRAVIS","District",32318,0.911,"B","86",111290,559,6.370743104,0.176
"TRAVIS","District",430,0.112,"C","74",111290,559,6.370743104,0.176
"TRAVIS","District",1018,0.897,"B","83",111290,559,6.370743104,0.176
"TRAVIS","District",2312,0.902,"B","84",111290,559,6.370743104,0.176
"TRAVIS","District",470,0.443,"C","77",111290,559,6.370743104,0.176
"TRAVIS","District",844,0.911,"Not Rated",".",111290,559,6.370743104,0.176
"TRAVIS","District",1378,0.224,"A","90",111290,559,6.370743104,0.176
"TRAVIS","District",71883,0.509,"B","88",111290,559,6.370743104,0.176
"TRAVIS","District",25348,0.457,"B","85",111290,559,6.370743104,0.176
"TRAVIS","District",9029,0.791,"C","75",111290,559,6.370743104,0.176
"TRAVIS","District",7809,0.036,"A","97",111290,559,6.370743104,0.176
"TRAVIS","District",10853,0.893,"B","82",111290,559,6.370743104,0.176
"TRAVIS","District",1803,0.219,"B","87",111290,559,6.370743104,0.176
"TRAVIS","District",10953,0.099,"B","88",111290,559,6.370743104,0.176
"TRINITY","District",741,0.59,"B","87",1113,19,24.25876011,0.079
"TRINITY","District",1159,0.879,"C","70",1113,19,24.25876011,0.079
"TRINITY","District",137,0.562,"B","88",1113,19,24.25876011,0.079
"TRINITY","District",205,0.595,"A","90",1113,19,24.25876011,0.079
"TYLER","District",453,0.713,"B","80",1603,24,16.84341859,0.117
"TYLER","District",1263,0.754,"C","79",1603,24,16.84341859,0.117
"TYLER","District",1262,0.591,"B","87",1603,24,16.84341859,0.117
"TYLER","District",369,0.659,"B","88",1603,24,16.84341859,0.117
"TYLER","District",212,0.566,"B","89",1603,24,16.84341859,0.117
"UPSHUR","District",655,0.73,"B","86",3903,29,7.686395081,0.184
"UPSHUR","District",2676,0.85,"A","90",3903,29,7.686395081,0.184
"UPSHUR","District",861,0.686,"B","88",3903,29,7.686395081,0.184
"UPSHUR","District",284,0.69,"B","81",3903,29,7.686395081,0.184
"UPSHUR","District",1036,0.545,"B","83",3903,29,7.686395081,0.184
"UPSHUR","District",1214,0.413,"B","84",3903,29,7.686395081,0.184
"UPSHUR","District",701,0.422,"A","94",3903,29,7.686395081,0.184
"UPTON","District",521,0.666,"B","86",365,7,27.39726027,0.1
"UPTON","District",312,0.401,"B","88",365,7,27.39726027,0.1
"UVALDE","District",412,0.32,"A","95",2927,27,12.64092928,0.12
"UVALDE","District",393,0.791,"B","85",2927,27,12.64092928,0.12
"UVALDE","District",4103,0.807,"B","80",2927,27,12.64092928,0.12
"UVALDE","District",212,0.425,"B","85",2927,27,12.64092928,0.12
"VAL VERDE","District",9851,0.721,"B","87",5817,72,14.61234313,0.108
"VAL VERDE","District",240,0.363,"A","91",5817,72,14.61234313,0.108
"VAN ZANDT","District",75,0.853,"Not Rated",".",4791,48,11.27113338,0.128
"VAN ZANDT","District",2273,0.45,"A","92",4791,48,11.27113338,0.128
"VAN ZANDT","District",1027,0.48,"B","87",4791,48,11.27113338,0.128
"VAN ZANDT","District",1173,0.581,"B","89",4791,48,11.27113338,0.128
"VAN ZANDT","District",511,0.489,"B","88",4791,48,11.27113338,0.128
"VAN ZANDT","District",2366,0.606,"A","91",4791,48,11.27113338,0.128
"VAN ZANDT","District",2628,0.622,"C","70",4791,48,11.27113338,0.128
"VAN ZANDT","District",427,0.649,"B","89",4791,48,11.27113338,0.128
"VICTORIA","District",825,0.859,"B","80",9217,173,32.76554193,0.142
"VICTORIA","District",13253,0.688,"C","78",9217,173,32.76554193,0.142
"VICTORIA","District",136,0.456,"A","97",9217,173,32.76554193,0.142
"WALKER","District",29,1,"Not Rated",".",4660,78,19.527897,0.138
"WALKER","District",432,0.266,"B","87",4660,78,19.527897,0.138
"WALKER","District",994,0.51,"B","86",4660,78,19.527897,0.138
"WALKER","District",15260,0.563,"C","75",4660,78,19.527897,0.138
"WALLER","District",1584,0.879,"Not Rated: Senate Bill 1365","58",5085,47,10.42281219,0.088
"WALLER","District",8367,0.68,"B","80",5085,47,10.42281219,0.088
"WALLER","District",2572,0.76,"B","81",5085,47,10.42281219,0.088
"WARD","District",2039,0.309,"B","83",1126,32,33.74777975,0.106
"WARD","District",147,0.619,"Not Rated: Senate Bill 1365","57",1126,32,33.74777975,0.106
"WASHINGTON","District",4866,0.532,"B","81",3005,55,22.62895175,0.185
"WASHINGTON","District",519,0.482,"A","94",3005,55,22.62895175,0.185
"WEBB","District",182,0.973,"Not Rated: Data Under Review","91",35715,389,13.83172337,0.153
"WEBB","District",19716,0.965,"Not Rated: Data Under Review","91",35715,389,13.83172337,0.153
"WEBB","District",39243,0.755,"A","94",35715,389,13.83172337,0.153
"WEBB","District",264,0.818,"B","86",35715,389,13.83172337,0.153
"WHARTON","District",1141,0.523,"B","81",4290,74,21.44522145,0.102
"WHARTON","District",954,0.386,"A","92",4290,74,21.44522145,0.102
"WHARTON","District",3404,0.751,"B","88",4290,74,21.44522145,0.102
"WHARTON","District",1960,0.843,"Not Rated: Senate Bill 1365","57",4290,74,21.44522145,0.102
"WHARTON","District",518,0.637,"B","87",4290,74,21.44522145,0.102
"WHEELER","District",381,0.614,"C","76",567,2,3.527336861,0.067
"WHEELER","District",406,0.675,"A","91",567,2,3.527336861,0.067
"WHEELER","District",137,0.672,"B","86",567,2,3.527336861,0.067
"WHEELER","District",159,0.308,"A","94",567,2,3.527336861,0.067
"WICHITA","District",3307,0.501,"B","81",12453,292,33.88741669,0.221
"WICHITA","District",454,0.678,"B","86",12453,292,33.88741669,0.221
"WICHITA","District",1921,0.377,"A","94",12453,292,33.88741669,0.221
"WICHITA","District",13371,0.658,"B","80",12453,292,33.88741669,0.221
"WICHITA","District",1121,0.728,"B","87",12453,292,33.88741669,0.221
"WILBARGER","District",105,0.543,"B","87",1365,23,18.31501832,0.185
"WILBARGER","District",1862,0.742,"Not Rated: Senate Bill 1365","69",1365,23,18.31501832,0.185
"WILBARGER","District",236,0.331,"B","88",1365,23,18.31501832,0.185
"WILLACY","District",327,0.869,"B","87",2301,20,9.126466754,0.158
"WILLACY","District",1428,0.798,"A","90",2301,20,9.126466754,0.158
"WILLACY","District",1959,0.883,"A","92",2301,20,9.126466754,0.158
"WILLACY","District",223,0.776,"A","92",2301,20,9.126466754,0.158
"WILLIAMSON","District",1683,0.057,"A","96",57347,348,7.149458559,0.152
"WILLIAMSON","District",369,0.366,"B","80",57347,348,7.149458559,0.152
"WILLIAMSON","District",1114,0.618,"C","71",57347,348,7.149458559,0.152
"WILLIAMSON","District",12566,0.349,"B","82",57347,348,7.149458559,0.152
"WILLIAMSON","District",506,0.615,"B","81",57347,348,7.149458559,0.152
"WILLIAMSON","District",8932,0.392,"B","85",57347,348,7.149458559,0.152
"WILLIAMSON","District",2882,0.529,"C","75",57347,348,7.149458559,0.152
"WILLIAMSON","District",6824,0.206,"B","88",57347,348,7.149458559,0.152
"WILLIAMSON","District",45990,0.222,"Not Rated: Data Under Review","89",57347,348,7.149458559,0.152
"WILLIAMSON","District",3014,0.498,"C","75",57347,348,7.149458559,0.152
"WILLIAMSON","District",786,0.294,"A","96",57347,348,7.149458559,0.152
"WILLIAMSON","District",41543,0.185,"B","89",57347,348,7.149458559,0.152
"WILLIAMSON","District",263,0.574,"B","86",57347,348,7.149458559,0.152
"WILSON","District",4010,0.536,"B","83",4546,23,5.059392873,0.126
"WILSON","District",3356,0.234,"A","91",4546,23,5.059392873,0.126
"WILSON","District",909,0.278,"A","94",4546,23,5.059392873,0.126
"WILSON","District",813,0.387,"B","82",4546,23,5.059392873,0.126
"WINKLER","District",1270,0.739,"B","85",854,6,9.367681499,0.2
"WINKLER","District",407,0.369,"A","94",854,6,9.367681499,0.2
"WISE","District",786,0.421,"B","85",6394,62,11.72974664,0.126
"WISE","District",1228,0.559,"B","80",6394,62,11.72974664,0.126
"WISE","District",2027,0.629,"C","76",6394,62,11.72974664,0.126
"WISE","District",576,0.516,"B","82",6394,62,11.72974664,0.126
"WISE","District",3600,0.384,"B","82",6394,62,11.72974664,0.126
"WISE","District",1281,0.303,"A","93",6394,62,11.72974664,0.126
"WISE","District",383,0.379,"B","81",6394,62,11.72974664,0.126
"WOOD","District",747,0.657,"B","88",3330,51,21.32132132,0.11
"WOOD","District",1631,0.544,"A","93",3330,51,21.32132132,0.11
"WOOD","District",1176,0.702,"A","91",3330,51,21.32132132,0.11
"WOOD","District",368,0.636,"C","71",3330,51,21.32132132,0.11
"WOOD","District",857,0.483,"B","87",3330,51,21.32132132,0.11
"WOOD","District",1532,0.631,"B","89",3330,51,21.32132132,0.11
"YOAKUM","District",1596,0.671,"B","89",1074,7,6.517690875,0.13
"YOAKUM","District",410,0.688,"B","89",1074,7,6.517690875,0.13
"YOUNG","District",2293,0.589,"A","90",1736,37,22.46543779,0.163
"YOUNG","District",212,0.627,"A","90",1736,37,22.46543779,0.163
"YOUNG","District",696,0.642,"A","90",1736,37,22.46543779,0.163
"ZAPATA","District",3284,0.881,"B","84",2087,5,2.874940105,0.128
"ZAVALA","District",1779,0.847,"B","80",1474,3,2.035278155,0.224
"ZAVALA","District",484,0.905,"B","87",1474,3,2.035278155,0.224
